"Project","CorrectedScore","UniqueAIs","DiversityBonus","FinalScore","Probability","Percentage"
"B2",11.8698790090736,3,1.38629436111989,16.455146337454,0.64115096246954,64.12
"C2",4.12132034355964,2,1.09861228866811,4.5277331749725,0.176416570439812,17.64
"B1",3,2,1.09861228866811,3.29583686600433,0.128417513612232,12.84
"A2",1,1,0.693147180559945,0.693147180559945,0.0270074767392082,2.7
"C1",1,1,0.693147180559945,0.693147180559945,0.0270074767392082,2.7
